postal_Code_start,postal_code_end,time,memory_used(MB)
6216SN,6218WH,618,35
6216SN,6211BP,600,19
6216SN,6211AP,577,15
6216SN,6216PZ,641,169
6216SN,6228EB,469,24
6216SN,6217BR,567,33
6216SN,6229HE,433,39
6216SN,6224JV,400,38
6216SN,6221HB,449,39
6216SN,6226CP,551,19
6216SN,6224JP,383,32
6216SN,6218VG,587,40
6216SN,6221AC,745,55
6216SN,6216CJ,578,18
6216SN,6218BS,549,149
6216SN,6214AR,468,38
6216SN,6217GW,723,40
6216SN,6215KJ,327,37
6216SN,6228JB,465,39
6216SN,6221GE,450,39
6216SN,6224EN,490,24
6216SN,6218SE,725,41
6216SN,6224CT,881,132
6216SN,6225DH,740,23
6216SN,6222SN,973,22
6216SN,6216AC,724,21
6216SN,6225JM,894,20
6216SN,6221EK,482,37
6216SN,6212GT,950,28
6216SN,6216PH,452,37
6216SN,6215XD,398,37
6216SN,6226AT,512,39
6216SN,6218WB,723,41
6216SN,6223CL,397,37
6216SN,6221SW,444,39
6216SN,6222XS,631,24
6216SN,6212XK,264,37
6216SN,6214TH,545,24
6216SN,6225CA,793,25
6216SN,6211EL,642,24
6216SN,6225GA,686,102
6216SN,6212BA,1853,269
6216SN,6215RB,335,38
6216SN,6229HZ,399,38
6216SN,6214AM,512,24
6216SN,6224TG,499,39
6216SN,6215XL,621,42
6216SN,6213BH,575,26
6216SN,6227AR,492,39
6216SN,6221CP,394,32
6216SN,6224VN,531,24
6216SN,6221JM,454,39
6216SN,6217VR,581,40
6216SN,6218GT,683,35
6216SN,6222ED,385,38
6216SN,6211SC,639,24
6216SN,6216XR,812,21
6216SN,6224BJ,845,24
6216SN,6217CB,563,40
6216SN,6225KM,673,24
6216SN,6223AE,462,38
6216SN,6214VZ,1013,61
6216SN,6229BC,412,34
6216SN,6228EV,485,36
6216SN,6213KB,1303,116
6216SN,6216VJ,351,31
6216SN,6229TE,553,32
6216SN,6216PS,454,37
6216SN,6212AS,1045,37
6216SN,6226EJ,567,39
6216SN,6216PL,600,125
6216SN,6211KA,1331,143
6216SN,6212CL,1029,37
6216SN,6229BD,475,39
6216SN,6213HG,833,26
6216SN,6214AP,465,32
6216SN,6228GN,458,34
6216SN,6212BT,1641,18
6216SN,6217LP,512,38
6216SN,6215KC,318,37
6216SN,6222CP,458,37
6216SN,6217JJ,547,24
6216SN,6211ER,508,37
6216SN,6226GL,495,39
6216SN,6212BM,1877,61
6216SN,6213AD,619,23
6216SN,6218ST,648,33
6216SN,6226XZ,517,39
6216SN,6227XN,1135,36
6216SN,6224VV,616,19
6216SN,6224JA,438,38
6216SN,6217LJ,554,177
6216SN,6211PC,522,34
6216SN,6216AT,737,26
6216SN,6221CX,626,181
6216SN,6211JA,626,40
6216SN,6214SR,536,37
6216SN,6222VV,746,178
6216SN,6226WX,740,26
6216SN,6211EB,506,18
6216SN,6215SM,315,37
6216SN,6222XW,666,179
6216SN,6218AT,656,41
6216SN,6216VP,329,37
6216SN,6227SZ,510,24
6216SN,6228EG,496,29
6216SN,6217BC,588,33
6216SN,6212BS,1674,185
6216SN,6229AH,436,39
6216SN,6215XN,641,17
6216SN,6224HN,478,39
6216SN,6227CP,541,24
6216SN,6213GH,1047,194
6216SN,6213BT,974,25
6216SN,6218WC,730,37
6216SN,6213JT,1274,154
6216SN,6212EL,1252,108
6216SN,6211LA,546,34
6216SN,6229EA,490,39
6216SN,6228HX,453,33
6216SN,6218BP,587,35
6216SN,6211RM,505,24
6216SN,6217EJ,735,41
6216SN,6227AL,495,39
6216SN,6221SG,515,40
6216SN,6227GN,519,39
6216SN,6229GC,392,38
6216SN,6216ES,716,24
6216SN,6224HT,422,38
6216SN,6217NV,853,21
6216SN,6224KB,479,34
6216SN,6217VK,610,40
6216SN,6225KL,698,142
6216SN,6215TZ,338,38
6216SN,6218BW,661,41
6216SN,6218EN,682,41
6216SN,6218GV,650,36
6216SN,6221VX,796,24
6216SN,6226XH,511,32
6216SN,6222BL,446,38
6216SN,6214BB,559,37
6216SN,6227SJ,635,26
6216SN,6219AX,779,37
6216SN,6229BH,453,39
6216SN,6217BW,586,40
6216SN,6229HD,457,39
6216SN,6222CZ,418,38
6216SN,6215EV,333,37
6216SN,6212ER,1811,61
6216SN,6225BE,693,24
6216SN,6218RT,634,41
6216SN,6227EH,539,32
6216SN,6229XM,520,38
6216SN,6218HL,789,41
6216SN,6213CG,607,23
6216SN,6212NH,1041,37
6216SN,6219AS,760,38
6216SN,6221VW,443,32
6216SN,6226VJ,637,20
6216SN,6212HH,805,27
6216SN,6222EB,388,34
6216SN,6225EL,698,25
6216SN,6224GA,474,34
6216SN,6217LD,543,24
6216SN,6211XB,645,19
6216SN,6217NX,802,39
6216SN,6217GV,543,34
6216SN,6214RV,507,38
6216SN,6225BW,698,19
6216SN,6211XS,556,34
6216SN,6211PK,524,25
6216SN,6222PD,463,39
6216SN,6229AG,434,38
6216SN,6222EL,539,23
6216SN,6227TM,843,26
6216SN,6216VB,470,38
6216SN,6221KZ,395,38
6216SN,6228AE,491,39
6216SN,6212EX,1844,27
6216SN,6217ET,877,26
6216SN,6213EC,1145,28
6216SN,6226WG,737,134
6216SN,6211RC,466,128
6216SN,6216BH,597,40
6216SN,6224BB,724,23
6216SN,6214PM,499,38
6216SN,6214TR,511,38
6216SN,6224EX,468,24
6216SN,6228GJ,445,39
6216SN,6216PP,524,37
6216SN,6211NH,512,24
6216SN,6213CT,924,26
6216SN,6225AL,712,25
6216SN,6228JV,441,39
6216SN,6216TB,297,37
6216SN,6221BN,741,35
6216SN,6224VL,559,24
6216SN,6229AW,519,34
6216SN,6227TA,533,25
6216SN,6221XK,670,20
6216SN,6211SN,603,16
6216SN,6227BS,502,34
6216SN,6224TW,563,23
6216SN,6212HD,1283,151
6216SN,6215RH,374,38
6216SN,6229XP,482,39
6216SN,6214PA,546,23
6216SN,6222NA,510,25
6216SN,6212BP,1829,187
6216SN,6218SH,658,41
6216SN,6221XD,754,181
6216SN,6224EV,474,38
6216SN,6225ET,780,25
6216SN,6222BP,386,40
6216SN,6223HA,414,39
6216SN,6227XH,538,23
6216SN,6215XR,632,32
6216SN,6226BR,592,27
6216SN,6226BG,532,39
6216SN,6221VT,432,39
6216SN,6213JV,845,154
6216SN,6218RB,627,41
6216SN,6221EW,356,38
6216SN,6211EV,543,24
6216SN,6223AX,407,38
6216SN,6222TZ,616,19
6216SN,6216TC,329,37
6216SN,6212XD,257,31
6216SN,6226HS,409,38
6216SN,6225KH,739,25
6216SN,6225AG,747,25
6216SN,6229VP,522,39
6216SN,6221AH,567,23
6216SN,6225BC,714,24
6216SN,6224LX,466,38
6216SN,6211RV,602,24
6216SN,6215TA,312,38
6216SN,6218GA,672,41
6216SN,6211ET,522,32
6216SN,6222CG,392,38
6216SN,6228BJ,546,39
6216SN,6222TX,618,19
6216SN,6222AL,734,20
6216SN,6222NE,695,24
6216SN,6216AZ,676,40
6216SN,6218XA,579,40
6216SN,6211SZ,484,39
6216SN,6211PS,457,38
6216SN,6224GX,440,38
6216SN,6225JT,744,25
6216SN,6217BH,554,35
6216SN,6212BL,1944,35
6216SN,6216AP,682,40
6216SN,6211MB,663,40
6216SN,6225BR,688,24
6216SN,6213HP,1324,38
6216SN,6224VT,566,23
6216SN,6211RL,548,39
6216SN,6222EM,362,38
6216SN,6222SK,636,19
6216SN,6228XV,663,22
6216SN,6229VW,527,18
6216SN,6213GP,1240,149
6216SN,6221CK,758,23
6216SN,6217JM,583,24
6216SN,6224VK,517,36
6216SN,6222XR,616,19
6216SN,6211PW,473,39
6216SN,6221HH,499,39
6216SN,6211WE,633,14
6216SN,6211LD,430,39
6216SN,6213EP,1070,26
6216SN,6211RR,539,19
6216SN,6226ET,518,34
6216SN,6216TJ,301,37
6216SN,6222SV,926,33
6216SN,6212CM,1041,37
6216SN,6219AP,750,26
6216SN,6217ND,667,22
6216SN,6223GP,450,39
6216SN,6211PJ,468,19
6216SN,6218BC,591,35
6216SN,6211KZ,573,34
6216SN,6226VN,513,34
6216SN,6224AH,820,37
6216SN,6213BA,578,24
6216SN,6216PV,692,29
6216SN,6216EG,517,36
6216SN,6226BB,688,27
6216SN,6215JA,342,37
6216SN,6223CR,419,38
6216SN,6228SG,502,39
6216SN,6227RX,620,46
6216SN,6224EB,729,181
6216SN,6211RJ,431,38
6216SN,6225CE,731,25
6216SN,6228BK,460,39
6216SN,6223EC,537,34
6216SN,6228JM,468,39
6216SN,6224BT,744,38
6216SN,6217KL,477,17
6216SN,6216XJ,621,40
6216SN,6226EG,536,39
6216SN,6224CC,789,24
6216SN,6213AJ,615,24
6216SN,6214VJ,554,24
6216SN,6227CK,463,38
6216SN,6212GJ,1769,187
6216SN,6223EV,443,39
6216SN,6219PE,543,19
6216SN,6224XZ,579,24
6216SN,6228HG,520,38
6216SN,6226VZ,577,24
6216SN,6215EK,334,38
6216SN,6215TW,514,21
6216SN,6227GA,461,38
6216SN,6225KE,726,187
6216SN,6216BN,442,38
6216SN,6214XH,604,26
6216SN,6224TB,553,25
6216SN,6224GD,399,38
6216SN,6215BK,323,37
6216SN,6218CK,589,40
6216SN,6219AB,772,26
6216SN,6222VK,650,26
6216SN,6226WZ,743,27
6216SN,6211SX,533,39
6216SN,6212EV,1804,25
6216SN,6214SK,542,23
6216SN,6216BL,365,37
6216SN,6229GL,510,39
6216SN,6228CS,421,39
6216SN,6214PT,544,24
6216SN,6218TJ,586,40
6216SN,6226AG,409,37
6216SN,6221JL,440,39
6216SN,6224KN,470,39
6216SN,6213CH,599,26
6216SN,6222VB,656,53
6216SN,6212BV,1803,54
6216SN,6215SP,301,37
6216SN,6224CR,534,24
6216SN,6211HP,704,26
6216SN,6218GK,670,35
6216SN,6227GC,502,39
6216SN,6218EB,673,35
6216SN,6226AP,424,38
6216SN,6216BT,576,36
6216SN,6221AT,741,91
6216SN,6228GK,427,38
6216SN,6215GA,322,37
6216SN,6217NW,771,26
6216SN,6221TD,467,34
6216SN,6212NL,805,23
6216SN,6217HH,646,40
6216SN,6224ER,492,21
6216SN,6222TL,732,136
6216SN,6226DK,687,19
6216SN,6213AL,584,24
6216SN,6211AX,680,24
6216SN,6221GD,507,32
6216SN,6227AN,469,39
6216SN,6226WR,722,43
6216SN,6223BE,417,34
6216SN,6229AE,469,39
6216SN,6217GD,1044,26
6216SN,6229VS,453,39
6216SN,6216AL,737,24
6216SN,6224KZ,468,38
6216SN,6218VB,603,35
6216SN,6227BP,587,39
6216SN,6218GG,823,21
6216SN,6221VS,532,34
6216SN,6224HB,442,32
6216SN,6218GR,566,35
6216SN,6215XW,714,33
6216SN,6217CC,609,40
6216SN,6226HJ,577,25
6216SN,6225GX,709,144
6216SN,6221AL,690,99
6216SN,6227RR,643,25
6216SN,6211XN,610,24
6216SN,6211GK,484,32
6216SN,6216CS,520,19
6216SN,6215SL,322,38
6216SN,6212HA,1263,193
6216SN,6211KC,1106,35
6216SN,6211XX,644,18
6216SN,6218TE,593,33
6216SN,6224KX,453,38
6216SN,6211HA,570,40
6216SN,6215EL,364,33
6216SN,6215RE,394,38
6216SN,6216TE,300,37
6216SN,6222AA,399,38
6216SN,6224JN,400,38
6216SN,6218XZ,669,36
6216SN,6217VT,641,35
6216SN,6221AW,804,24
6216SN,6229BK,457,39
6216SN,6228ED,572,36
6216SN,6214PK,504,38
6216SN,6218SV,694,40
6216SN,6212AB,2091,27
6216SN,6211NV,508,34
6216SN,6216VG,737,28
6216SN,6228EJ,498,32
6216SN,6215ST,327,37
6216SN,6224HD,473,39
6216SN,6216NT,343,37
6216SN,6211XC,544,19
6216SN,6222EA,388,38
6216SN,6227XD,1089,174
6216SN,6215RM,453,17
6216SN,6228AT,565,27
6216SN,6228AG,486,39
6216SN,6217PK,903,26
6216SN,6226EW,511,39
6216SN,6225DG,726,52
6216SN,6227BE,516,39
6216SN,6216VA,424,38
6216SN,6213JK,1329,194
6216SN,6216AR,693,108
6216SN,6212GK,1693,40
6216SN,6216BW,488,38
6216SN,6226BD,643,26
6216SN,6213KA,990,150
6216SN,6224KJ,460,34
6216SN,6226EZ,508,39
6216SN,6211RK,557,24
6216SN,6215TM,323,38
6216SN,6226HW,541,39
6216SN,6229WG,521,39
6216SN,6221TN,437,31
6216SN,6229AR,464,39
6216SN,6224JZ,511,39
6216SN,6216PK,577,37
6216SN,6213JX,1284,160
6216SN,6213CJ,938,26
6216SN,6221EL,380,38
6216SN,6218XB,579,35
6216SN,6217LA,583,19
6216SN,6229HC,364,81
6216SN,6218VT,603,32
6216SN,6225EV,762,37
6216SN,6221SR,451,34
6216SN,6215BJ,390,38
6216SN,6216SX,419,37
6216SN,6221TB,488,31
6216SN,6229GM,480,39
6216SN,6227VM,716,23
6216SN,6226WV,613,43
6216SN,6212EZ,1806,34
6216SN,6211AM,604,15
6216SN,6225BV,623,38
6216SN,6227AZ,487,39
6216SN,6225JN,758,26
6216SN,6221CN,577,26
6216SN,6218AG,696,41
6216SN,6222VJ,650,179
6216SN,6224VS,564,23
6216SN,6213HW,1324,35
6216SN,6225HH,638,24
6216SN,6211TD,459,39
6216SN,6211NL,471,38
6216SN,6213NB,869,156
6216SN,6221XW,367,38
6216SN,6221AM,725,24
6216SN,6213CV,965,27
6216SN,6222WH,718,24
6216SN,6225HJ,692,25
6216SN,6211BZ,596,15
6216SN,6216SR,363,37
6216SN,6229EG,491,34
6216SN,6221GB,379,38
6216SN,6213AB,625,26
6216SN,6217PJ,865,20
6216SN,6223GL,470,39
6216SN,6223BA,434,38
6216SN,6218VH,594,32
6216SN,6215SX,315,37
6216SN,6216RH,426,37
6216SN,6215RN,470,38
6216SN,6214TK,543,24
6216SN,6218CV,654,35
6216SN,6224VW,513,36
6216SN,6211ST,626,41
6216SN,6227TL,580,26
6216SN,6215PV,303,37
6216SN,6227AX,468,38
6216SN,6212EA,491,43
6216SN,6226GG,508,32
6216SN,6227CV,445,38
6216SN,6222BH,434,38
6216SN,6224LC,468,39
6216SN,6225HK,675,26
6216SN,6215EE,360,37
6216SN,6228JD,433,39
6216SN,6215BC,322,38
6216SN,6217AN,702,19
6216SN,6225BK,614,26
6216SN,6216AM,820,25
6216SN,6216VN,352,37
6216SN,6226GT,599,25
6216SN,6217CX,761,22
6216SN,6211RZ,689,15
6216SN,6229HV,441,34
6216SN,6222CS,455,38
6216SN,6215RP,391,38
6216SN,6218VK,628,40
6216SN,6223CT,430,38
6216SN,6219BD,832,21
6216SN,6226CA,529,39
6216SN,6216TM,354,37
6216SN,6219BN,832,18
6216SN,6226GJ,520,38
6216SN,6214SP,536,26
6216SN,6217GT,617,40
6216SN,6215SC,476,18
6216SN,6213AP,556,28
6216SN,6217XS,934,26
6216SN,6225DA,564,24
6216SN,6211NP,472,38
6216SN,6227EP,470,38
6216SN,6223CM,413,38
6216SN,6211RN,630,17
6216SN,6228DM,483,39
6216SN,6213JC,1339,40
6216SN,6226BP,591,27
6216SN,6218RZ,712,41
6216SN,6213HE,1031,38
6216SN,6227CL,456,38
6216SN,6229BB,530,39
6216SN,6213CK,578,28
6216SN,6212GH,1622,106
6216SN,6216PW,671,32
6216SN,6227SV,503,24
6216SN,6212BB,1899,56
6216SN,6225BD,555,25
6216SN,6216RP,714,37
6216SN,6221BW,601,24
6216SN,6215XJ,631,21
6216SN,6211PB,484,26
6216SN,6215ES,334,37
6216SN,6223GM,437,32
6216SN,6221VH,391,38
6216SN,6227TB,509,24
6216SN,6211RA,618,19
6216SN,6228EA,472,39
6216SN,6214XZ,1992,192
6216SN,6228HL,437,38
6216SN,6222CD,361,38
6216SN,6214RH,522,38
6216SN,6223BR,418,38
6216SN,6221BL,726,37
6216SN,6218AV,612,40
6216SN,6213CB,599,27
6216SN,6219BE,852,36
6216SN,6211JW,590,173
6216SN,6228EK,475,39
6216SN,6217LN,523,23
6216SN,6221CD,863,15
6216SN,6213HH,1093,64
6216SN,6218GN,661,40
6216SN,6221EE,677,25
6216SN,6226WL,656,24
6216SN,6227AK,677,24
6216SN,6222TE,699,24
6216SN,6224LR,434,38
6216SN,6215XC,548,21
6216SN,6212GC,863,190
6216SN,6225AE,626,24
6216SN,6229BN,463,34
6216SN,6213HR,1298,38
6216SN,6225AR,657,25
6216SN,6222CT,514,24
6216SN,6224JG,439,38
6216SN,6219NN,877,60
6216SN,6221GH,369,38
6216SN,6223GC,452,34
6216SN,6216NW,334,37
6216SN,6213JL,1328,38
6216SN,6227GT,518,31
6216SN,6214TZ,577,43
6216SN,6211BS,593,19
6216SN,6226CV,594,39
6216SN,6227HM,588,24
6216SN,6227GB,518,39
6216SN,6224CG,761,26
6216SN,6215XX,792,21
6216SN,6216RN,680,37
6216SN,6228EX,488,39
6216SN,6214VK,670,28
6216SN,6221EP,725,102
6216SN,6216VR,311,31
6216SN,6225BB,601,26
6216SN,6222SG,946,54
6216SN,6218VR,617,35
6216SN,6225EM,614,181
6216SN,6224BZ,812,92
6216SN,6217HB,898,18
6216SN,6226AE,470,38
6216SN,6225JW,603,25
6216SN,6229VV,505,39
6216SN,6223CS,412,38
6216SN,6217HE,631,40
6216SN,6218RC,695,40
6226CW,6217KS,562,26
6226CW,6216TS,511,39
6226CW,6223BD,534,34
6226CW,6226GM,355,37
6226CW,6224EG,769,19
6226CW,6227SW,423,38
6226CW,6225GN,689,29
6226CW,6211TC,478,34
6226CW,6216ER,671,26
6226CW,6219AW,559,28
6226CW,6217CA,560,39
6226CW,6225GW,897,29
6226CW,6215XT,682,30
6226CW,6214SL,549,34
6226CW,6227EN,373,38
6226CW,6218XC,519,40
6226CW,6211GD,543,38
6226CW,6213GB,559,36
6226CW,6227BN,399,37
6226CW,6222BC,886,145
6226CW,6214XL,719,30
6226CW,6224AX,881,145
6226CW,6213JN,1342,37
6226CW,6216PT,745,26
6226CW,6211KX,358,84
6226CW,6211MA,532,23
6226CW,6224XW,703,42
6226CW,6216SE,520,39
6226CW,6213BG,573,39
6226CW,6226AK,435,37
6226CW,6222AT,763,29
6226CW,6215TB,536,32
6226CW,6213HK,1366,81
6226CW,6224LE,496,39
6226CW,6218HE,414,32
6226CW,6215RL,655,129
6226CW,6227HB,378,38
6226CW,6214SC,528,39
6226CW,6224HX,369,37
6226CW,6221BZ,692,23
6226CW,6228EL,385,38
6226CW,6222SR,1051,33
6226CW,6218VC,528,40
6226CW,6227VR,709,37
6226CW,6221BP,769,18
6226CW,6217AT,557,40
6226CW,6224GC,485,32
6226CW,6225EH,700,97
6226CW,6224AP,836,48
6226CW,6216PE,502,23
6226CW,6217CR,629,25
6226CW,6211SK,637,17
6226CW,6216SN,465,38
6226CW,6217BS,565,39
6226CW,6222AE,732,36
6226CW,6229HK,504,32
6226CW,6212AN,1130,169
6226CW,6228HH,406,38
6226CW,6223AJ,529,38
6226CW,6213GW,1290,131
6226CW,6217NB,439,38
6226CW,6229TH,561,39
6226CW,6227ED,363,37
6226CW,6211GC,422,24
6226CW,6221TM,472,39
6226CW,6216PN,586,23
6226CW,6222ST,934,41
6226CW,6217KH,517,17
6226CW,6229WK,530,31
6226CW,6227VD,771,21
6226CW,6217LW,425,38
6226CW,6222BA,816,34
6226CW,6225HC,686,28
6226CW,6227DB,434,18
6226CW,6215PX,544,32
6226CW,6221BR,651,126
6226CW,6222CN,532,26
6226CW,6221VZ,869,17
6226CW,6217AH,532,40
6226CW,6217LH,623,38
6226CW,6213GA,545,32
6226CW,6227HE,428,21
6226CW,6227EC,385,32
6226CW,6211JJ,583,32
6226CW,6214XA,630,132
6226CW,6228GW,439,38
6226CW,6226WT,501,33
6226CW,6214AA,605,39
6226CW,6228GA,434,21
6226CW,6211KH,681,130
6226CW,6224VB,587,27
6226CW,6211LR,507,38
6226CW,6226AB,419,15
6226CW,6218DA,548,40
6226CW,6217LR,619,39
6226CW,6226CJ,446,38
6226CW,6215TJ,528,34
6226CW,6216NS,457,29
6226CW,6217AK,557,39
6226CW,6225DK,749,226
6226CW,6212BW,1106,22
6226CW,6222WD,914,26
6226CW,6217HV,433,23
6226CW,6226WP,668,18
6226CW,6212BD,1373,174
6226CW,6228AK,370,38
6226CW,6225HD,608,27
6226CW,6215XM,784,176
6226CW,6224DC,369,37
6226CW,6216TR,507,39
6226CW,6227RM,385,33
6226CW,6222WK,837,268
6226CW,6228DK,414,38
6226CW,6212GS,654,36
6226CW,6211MZ,559,20
6226CW,6228CW,479,38
6226CW,6229TG,595,34
6226CW,6215VG,477,32
6226CW,6213AA,646,26
6226CW,6215RS,568,24
6226CW,6227TG,449,19
6226CW,6229VT,559,39
6226CW,6215RA,496,25
6226CW,6214VT,741,25
6226CW,6211JH,649,24
6226CW,6225EJ,819,133
6226CW,6224LG,351,38
6226CW,6224BA,900,15
6226CW,6211MV,622,39
6226CW,6221CM,545,36
6226CW,6222CB,479,23
6226CW,6222BT,635,174
6226CW,6211BG,605,40
6226CW,6229GD,474,26
6226CW,6218SW,525,40
6226CW,6216SM,495,24
6226CW,6221VM,481,39
6226CW,6211EA,437,38
6226CW,6225EA,612,28
6226CW,6227RS,655,35
6226CW,6212GD,1186,128
6226CW,6216ST,483,26
6226CW,6223AG,651,27
6226CW,6218GD,408,38
6226CW,6218VN,552,34
6226CW,6211PA,540,37
6226CW,6226CB,364,31
6226CW,6222CH,538,24
6226CW,6211LM,476,38
6226CW,6224VX,597,27
6226CW,6211NA,562,39
6226CW,6227BT,427,18
6226CW,6221VB,489,39
6226CW,6227TS,465,18
6226CW,6228LE,391,38
6226CW,6217XN,578,39
6226CW,6226WB,624,179
6226CW,6219AK,662,35
6226CW,6224AN,918,31
6226CW,6218HK,595,24
6226CW,6218GJ,443,37
6226CW,6211NM,558,98
6226CW,6223AD,557,25
6226CW,6226BA,427,35
6226CW,6226DL,520,37
6226CW,6211JK,469,38
6226CW,6215TH,457,34
6226CW,6229AZ,427,34
6226CW,6215JS,463,26
6226CW,6219BP,706,128
6226CW,6215GH,394,38
6226CW,6226GP,345,37
6226CW,6225CH,1025,44
6226CW,6217PA,678,25
6226CW,6229VZ,490,24
6226CW,6218GC,460,38
6226CW,6218CW,540,40
6226CW,6215PS,539,39
6226CW,6218AR,571,35
6226CW,6219BB,654,23
6226CW,6225XZ,512,25
6226CW,6218XD,551,33
6226CW,6216VC,487,39
6226CW,6224LP,331,38
6226CW,6223BH,635,26
6226CW,6227HA,410,19
6226CW,6222EC,476,38
6226CW,6224EE,690,19
6226CW,6228BN,421,37
6226CW,6229AX,409,39
6226CW,6224XJ,784,27
6226CW,6211NS,593,39
6226CW,6218VA,560,40
6226CW,6226DS,360,37
6226CW,6223CK,692,173
6226CW,6216PX,626,25
6226CW,6223HE,574,23
6226CW,6229WL,499,32
6226CW,6228GC,431,34
6226CW,6213EM,583,24
6226CW,6228SM,392,38
6226CW,6213EV,898,44
6226CW,6214XP,584,39
6226CW,6215PH,439,38
6226CW,6214XM,599,29
6226CW,6229WT,502,39
6226CW,6217PH,602,23
6226CW,6229GX,493,39
6226CW,6212NJ,672,25
6226CW,6213HV,1254,35
6226CW,6223CA,618,26
6226CW,6227XS,862,86
6226CW,6229ZD,515,23
6226CW,6221HG,436,39
6226CW,6227RG,503,18
6226CW,6211PG,570,39
6226CW,6226DA,399,37
6226CW,6222WE,813,171
6226CW,6218CC,524,40
6226CW,6227AV,416,18
6226CW,6217VP,523,34
6226CW,6221XT,510,31
6226CW,6222BZ,591,24
6226CW,6229TW,437,38
6226CW,6216RZ,509,23
6226CW,6216RE,619,38
6226CW,6213BV,548,39
6226CW,6228CM,519,21
6226CW,6221TX,483,39
6226CW,6211NG,586,39
6226CW,6228AL,400,38
6226CW,6213HT,1890,40
6226CW,6217VJ,431,38
6226CW,6214TT,504,39
6226CW,6226DM,505,37
6226CW,6216RL,538,24
6226CW,6211BC,626,19
6226CW,6223GZ,595,26
6226CW,6224GM,354,37
6226CW,6215VS,588,24
6226CW,6218HG,572,24
6226CW,6215RX,599,24
6226CW,6224XX,739,87
6226CW,6225ES,737,15
6226CW,6227SK,433,19
6226CW,6216CP,533,39
6226CW,6227SB,524,170
6226CW,6226AW,648,43
6226CW,6222CE,511,86
6226CW,6218RX,544,40
6226CW,6222WJ,810,170
6226CW,6227BJ,409,37
6226CW,6224KG,320,38
6226CW,6215EM,394,38
6226CW,6227VA,710,35
6226CW,6217XV,624,38
6226CW,6224TL,483,39
6226CW,6214VX,622,19
6226CW,6211AT,568,129
6226CW,6215RR,629,36
6226CW,6226BL,420,37
6226CW,6213JS,750,88
6226CW,6216BM,485,39
6226CW,6217JW,650,26
6226CW,6213GC,830,94
6226CW,6225HL,600,179
6226CW,6221HE,453,39
6226CW,6215VE,541,32
6226CW,6226EN,345,37
6226CW,6226GE,375,37
6226CW,6215BN,419,38
6226CW,6214TC,573,24
6226CW,6229HW,368,38
6226CW,6216TD,583,39
6226CW,6228LB,376,38
6226CW,6211LC,382,38
6226CW,6216SV,587,24
6226CW,6224XM,551,26
6226CW,6212XW,813,41
6226CW,6228HC,486,129
6226CW,6213GK,817,174
6226CW,6215SZ,515,39
6226CW,6215EP,410,38
6226CW,6229HH,411,38
6226CW,6214XJ,954,25
6226CW,6214VG,485,39
6226CW,6217HG,404,38
6226CW,6214AC,600,39
6226CW,6215BP,401,38
6226CW,6217EP,455,38
6226CW,6218AN,412,38
6226CW,6212BK,1223,214
6226CW,6225GB,726,27
6226CW,6215JL,506,26
6226CW,6211LH,397,38
6226CW,6211BE,539,15
6226CW,6211PM,585,25
6226CW,6227VT,768,36
6226CW,6218WH,517,38
6226CW,6211BP,552,34
6226CW,6211AP,588,15
6226CW,6216PZ,641,24
6226CW,6228EB,376,38
6226CW,6217BR,527,39
6226CW,6229HE,422,38
6226CW,6224JV,354,37
6226CW,6221HB,480,39
6226CW,6226CP,422,37
6226CW,6224JP,342,37
6226CW,6218VG,541,40
6226CW,6221AC,706,122
6226CW,6216CJ,728,183
6226CW,6218BS,535,40
6226CW,6214AR,528,39
6226CW,6217GW,502,37
6226CW,6215KJ,417,38
6226CW,6228JB,454,21
6226CW,6221GE,451,39
6226CW,6224EN,474,38
6226CW,6218SE,517,19
6226CW,6224CT,1243,24
6226CW,6225DH,838,132
6226CW,6222SN,1064,37
6226CW,6216AC,671,37
6226CW,6225JM,990,45
6226CW,6221EK,449,19
6226CW,6212GT,1024,130
6226CW,6216PH,688,26
6226CW,6215XD,490,26
6226CW,6226AT,431,37
6226CW,6218WB,468,39
6226CW,6223CL,556,23
6226CW,6221SW,498,40
6226CW,6222XS,749,31
6226CW,6214TH,518,39
6226CW,6225CA,777,131
6226CW,6211EL,492,128
6226CW,6225GA,727,135
6226CW,6212BA,1169,30
6226CW,6215RB,490,38
6226CW,6229HZ,376,38
6226CW,6214AM,623,25
6226CW,6224TG,375,37
6226CW,6215XL,849,24
6226CW,6213BH,584,27
6226CW,6227AR,403,18
6226CW,6221CP,423,15
6226CW,6224VN,543,26
6226CW,6221JM,486,39
6226CW,6217VR,506,39
6226CW,6218GT,412,39
6226CW,6222ED,500,19
6226CW,6211SC,682,20
6226CW,6216XR,588,93
6226CW,6224BJ,804,17
6226CW,6217CB,550,39
6226CW,6225KM,764,87
6226CW,6223AE,520,23
6226CW,6214VZ,688,32
6226CW,6229BC,412,38
6226CW,6228EV,527,19
6226CW,6213KB,1310,269
6226CW,6216VJ,525,39
6226CW,6229TE,577,34
6226CW,6216PS,546,36
6226CW,6226EJ,369,33
6226CW,6216PL,595,24
6226CW,6211KA,1035,23
6226CW,6229BD,470,39
6226CW,6213HG,696,177
6226CW,6214AP,531,39
6226CW,6228GN,491,21
6226CW,6212BT,952,122
6226CW,6217LP,444,37
6226CW,6215KC,497,37
6226CW,6222CP,603,25
6226CW,6217JJ,556,27
6226CW,6211ER,419,38
6226CW,6226GL,383,37
6226CW,6212BM,1275,216
