postal_Code_start,postal_code_end,time,memory_used(MB)
6217LH,6213BV,793,40
6217LH,6228CM,688,15
6217LH,6221TX,560,39
6217LH,6211NG,596,16
6217LH,6228AL,626,17
6217LH,6213HT,2165,168
6217LH,6217VJ,364,38
6217LH,6214TT,364,38
6217LH,6226DM,537,24
6217LH,6216RL,740,194
6217LH,6211BC,549,128
6217LH,6223GZ,623,24
6217LH,6224GM,451,38
6217LH,6215VS,882,203
6217LH,6218HG,612,16
6217LH,6215RX,786,31
6217LH,6224XX,990,218
6217LH,6225ES,889,48
6217LH,6227SK,572,39
6217LH,6216CP,581,22
6217LH,6227SB,734,20
6217LH,6226AW,975,36
6217LH,6222CE,564,130
6217LH,6218RX,319,38
6217LH,6222WJ,1106,38
6217LH,6227BJ,608,17
6217LH,6224KG,359,38
6217LH,6215EM,629,33
6217LH,6227VA,1051,133
6217LH,6217XV,408,37
6217LH,6224TL,439,38
6217LH,6214VX,812,29
6217LH,6211AT,667,143
6217LH,6215RR,958,35
6217LH,6226BL,646,26
6217LH,6213JS,835,40
6217LH,6216BM,425,38
6217LH,6217JW,473,37
6217LH,6213GC,1290,30
6217LH,6225HL,734,33
6217LH,6221HE,560,32
6217LH,6215VE,687,41
6217LH,6226EN,402,87
6217LH,6226GE,542,32
6217LH,6215BN,602,40
6217LH,6214TC,557,32
6217LH,6229HW,394,38
6217LH,6216TD,450,38
6217LH,6228LB,453,38
6217LH,6211LC,389,38
6217LH,6216SV,801,30
6217LH,6224XM,539,26
6217LH,6212XW,1028,30
6217LH,6228HC,672,48
6217LH,6213GK,1245,35
6217LH,6215SZ,723,36
6217LH,6215EP,604,36
6217LH,6229HH,406,38
6217LH,6214XJ,1331,205
6217LH,6214VG,458,39
6217LH,6217HG,285,37
6217LH,6214AC,613,19
6217LH,6215BP,622,35
6217LH,6217EP,439,38
6217LH,6218AN,344,38
6217LH,6212BK,2149,59
6217LH,6225GB,926,135
6217LH,6215JL,759,43
6217LH,6211LH,380,38
6217LH,6211BE,573,18
6217LH,6211PM,570,16
6217LH,6212EC,1368,119
6217LH,6227VT,1042,128
6217LH,6218WH,569,16
6217LH,6211BP,598,18
6217LH,6211AP,605,16
6217LH,6216PZ,843,28
6217LH,6228EB,506,39
6217LH,6217BR,325,38
6217LH,6229HE,404,38
6217LH,6224JV,374,33
6217LH,6221HB,553,34
6217LH,6226CP,632,40
6217LH,6224JP,359,37
6217LH,6218VG,351,38
6217LH,6221AC,891,25
6217LH,6216CJ,531,37
6217LH,6218BS,357,38
6217LH,6214AR,519,39
6217LH,6217GW,444,38
6217LH,6215KJ,607,40
6217LH,6228JB,609,22
6217LH,6221GE,532,40
6217LH,6224EN,497,24
6217LH,6218SE,487,23
6217LH,6224CT,864,84
6217LH,6225DH,988,178
6217LH,6222SN,1250,96
6217LH,6216AC,794,216
6217LH,6225JM,1246,263
6217LH,6221EK,498,19
6217LH,6212GT,808,26
6217LH,6216PH,565,20
6217LH,6215XD,650,40
6217LH,6226AT,579,40
6217LH,6218WB,364,38
6217LH,6223CL,551,175
6217LH,6221SW,525,40
6217LH,6222XS,1080,22
6217LH,6212XK,490,37
6217LH,6214TH,529,73
6217LH,6225CA,909,91
6217LH,6211EL,585,19
6217LH,6225GA,912,44
6217LH,6212BA,2115,143
6217LH,6215RB,782,146
6217LH,6229HZ,383,38
6217LH,6214AM,603,17
6217LH,6224TG,450,38
6217LH,6215XL,1013,172
6217LH,6213BH,563,34
6217LH,6227AR,564,34
6217LH,6221CP,570,18
6217LH,6224VN,531,36
6217LH,6221JM,534,32
6217LH,6217VR,309,38
6217LH,6218GT,393,34
6217LH,6222ED,490,23
6217LH,6211SC,713,19
6217LH,6216XR,632,22
6217LH,6224BJ,865,19
6217LH,6217CB,299,37
6217LH,6225KM,991,47
6217LH,6223AE,644,87
6217LH,6214VZ,821,194
6217LH,6229BC,409,39
6217LH,6228EV,696,180
6217LH,6213KB,1480,38
6217LH,6216VJ,451,38
6217LH,6229TE,628,40
6217LH,6216PS,654,29
6217LH,6212AS,1981,37
6217LH,6226EJ,624,33
6217LH,6216PL,664,26
6217LH,6211KA,1600,357
6217LH,6212CL,2058,37
6217LH,6229BD,460,39
6217LH,6213HG,1038,187
6217LH,6214AP,542,39
6217LH,6228GN,548,25
6217LH,6212BT,1909,179
6217LH,6217LP,357,37
6217LH,6215KC,655,31
6217LH,6222CP,665,24
6217LH,6217JJ,488,37
6217LH,6211ER,431,38
6217LH,6226GL,575,32
6217LH,6212BM,2170,29
6217LH,6213AD,604,37
6217LH,6218ST,370,38
6217LH,6226XZ,443,38
6217LH,6227XN,1522,170
6217LH,6224VV,586,26
6217LH,6224JA,428,32
6217LH,6217LJ,459,37
6217LH,6211PC,582,39
6217LH,6216AT,761,35
6217LH,6221CX,653,15
6217LH,6211JA,401,38
6217LH,6214SR,601,39
6217LH,6222VV,1116,42
6217LH,6226WX,950,34
6217LH,6211EB,433,38
6217LH,6215SM,759,34
6217LH,6222XW,1014,95
6217LH,6218AT,341,38
6217LH,6216VP,385,38
6217LH,6227SZ,536,39
6217LH,6228EG,500,39
6217LH,6217BC,319,38
6217LH,6212BS,1740,36
6217LH,6229AH,384,38
6217LH,6215XN,1137,37
6217LH,6224HN,437,34
6217LH,6227CP,590,39
6217LH,6213GH,1422,33
6217LH,6213BT,650,39
6217LH,6218WC,354,38
6217LH,6213JT,1543,31
6217LH,6212EL,2010,33
6217LH,6211LA,360,38
6217LH,6229EA,556,32
6217LH,6228HX,651,178
6217LH,6218BP,322,38
6217LH,6211RM,583,39
6217LH,6217EJ,441,38
6217LH,6227AL,582,40
6217LH,6221SG,430,35
6217LH,6227GN,522,39
6217LH,6229GC,374,38
6217LH,6216ES,608,17
6217LH,6224HT,389,38
6217LH,6217NV,542,18
6217LH,6224KB,524,40
6217LH,6217VK,332,37
6217LH,6225KL,843,139
6217LH,6215TZ,539,34
6217LH,6218BW,326,38
6217LH,6218EN,367,37
6217LH,6218GV,546,36
6217LH,6221VX,660,164
6217LH,6226XH,465,38
6217LH,6222BL,637,47
6217LH,6214BB,566,39
6217LH,6227SJ,530,37
6217LH,6219AX,1113,26
6217LH,6229BH,470,39
6217LH,6217BW,365,38
6217LH,6229HD,434,38
6217LH,6222CZ,622,23
6217LH,6215EV,620,20
6217LH,6212ER,2077,174
6217LH,6225BE,880,178
6217LH,6218RT,382,38
6217LH,6227EH,623,33
6217LH,6229XM,504,39
6217LH,6218HL,746,224
6217LH,6213CG,542,39
6217LH,6212NH,2048,37
6217LH,6219AS,972,99
6217LH,6221VW,528,32
6217LH,6226VJ,559,25
6217LH,6212HH,869,147
6217LH,6222EB,513,21
6217LH,6225EL,952,25
6217LH,6224GA,452,21
6217LH,6217LD,431,37
6217LH,6211XB,592,46
6217LH,6217NX,492,18
6217LH,6217GV,359,37
6217LH,6214RV,586,21
6217LH,6225BW,966,25
6217LH,6211XS,593,34
6217LH,6211PK,627,20
6217LH,6222PD,544,36
6217LH,6229AG,448,38
6217LH,6222EL,760,171
6217LH,6227TM,1128,138
6217LH,6216VB,439,38
6217LH,6221KZ,371,38
6217LH,6228AE,510,16
6217LH,6212EX,2298,97
6217LH,6217ET,580,22
6217LH,6213EC,802,28
6217LH,6226WG,1109,25
6217LH,6211RC,506,16
6217LH,6216BH,598,23
6217LH,6224BB,723,48
6217LH,6214PM,582,18
6217LH,6214TR,510,39
6217LH,6224EX,454,20
6217LH,6228GJ,553,23
6217LH,6216PP,552,23
6217LH,6211NH,572,34
6217LH,6213CT,874,23
6217LH,6225AL,898,313
6217LH,6228JV,549,38
6217LH,6216TB,527,39
6217LH,6221BN,790,40
6217LH,6224VL,546,36
6217LH,6229AW,448,32
6217LH,6227TA,602,32
6217LH,6221XK,770,14
6217LH,6211SN,679,14
6217LH,6227BS,547,39
6217LH,6224TW,824,30
6217LH,6212HD,1420,166
6217LH,6215RH,565,40
6217LH,6229XP,481,38
6217LH,6214PA,428,37
6217LH,6222NA,450,35
6217LH,6212BP,2071,34
6217LH,6218SH,431,38
6217LH,6221XD,775,106
6217LH,6224EV,470,23
6217LH,6225ET,932,139
6217LH,6222BP,409,38
6217LH,6223HA,560,27
6217LH,6227XH,644,28
6217LH,6215XR,1166,21
6217LH,6226BR,617,32
6217LH,6226BG,598,40
6217LH,6221VT,536,31
6217LH,6213JV,795,134
6217LH,6218RB,341,38
6217LH,6221EW,505,129
6217LH,6211EV,487,174
6217LH,6223AX,392,38
6217LH,6222TZ,953,27
6217LH,6216TC,514,38
6217LH,6212XD,503,37
6217LH,6226HS,507,34
6217LH,6225KH,900,25
6217LH,6225AG,951,133
6217LH,6229VP,456,41
6217LH,6221AH,609,19
6217LH,6225BC,961,137
6217LH,6224LX,400,38
6217LH,6211RV,684,21
6217LH,6215TA,549,39
6217LH,6218GA,312,38
6217LH,6211ET,488,24
6217LH,6222CG,553,25
6217LH,6228BJ,785,25
6217LH,6222TX,898,182
6217LH,6222AL,1101,216
6217LH,6222NE,574,129
6217LH,6216AZ,682,129
6217LH,6218XA,336,38
6217LH,6211SZ,552,39
6217LH,6211PS,481,37
6217LH,6224GX,427,38
6217LH,6225JT,943,89
6217LH,6217BH,350,37
6217LH,6212BL,2325,93
6217LH,6216AP,747,34
6217LH,6211MB,819,35
6217LH,6225BR,908,89
6217LH,6213HP,1488,214
6217LH,6224VT,581,27
6217LH,6211RL,637,24
6217LH,6222EM,557,25
6217LH,6222SK,929,35
6217LH,6228XV,850,221
6217LH,6229VW,492,39
6217LH,6213GP,1652,183
6217LH,6221CK,831,19
6217LH,6217JM,496,37
6217LH,6224VK,592,20
6217LH,6222XR,1050,32
6217LH,6211PW,554,39
6217LH,6221HH,532,39
6217LH,6211WE,646,17
6217LH,6211LD,482,39
6217LH,6213EP,1401,136
6217LH,6211RR,589,19
6217LH,6226ET,550,32
6217LH,6216TJ,534,39
6217LH,6222SV,1339,94
6217LH,6212CM,2033,37
6217LH,6219AP,1009,35
6217LH,6217ND,404,22
6217LH,6223GP,620,26
6217LH,6211PJ,481,18
6217LH,6218BC,376,32
6217LH,6211KZ,426,38
6217LH,6226VN,472,38
6217LH,6224AH,862,52
6217LH,6213BA,629,26
6217LH,6216PV,908,186
6217LH,6216EG,426,169
6217LH,6226BB,570,27
6217LH,6215JA,729,28
6217LH,6223CR,625,25
6217LH,6228SG,553,39
6217LH,6227RX,664,36
6217LH,6224EB,764,60
6217LH,6211RJ,478,18
6217LH,6225CE,958,274
6217LH,6228BK,586,180
6217LH,6223EC,764,85
6217LH,6228JM,646,180
6217LH,6224BT,869,142
6217LH,6217KL,471,38
6217LH,6216XJ,514,24
6217LH,6226EG,606,24
6217LH,6224CC,814,21
6217LH,6213AJ,654,29
6217LH,6214VJ,514,20
6217LH,6227CK,519,39
6217LH,6212GJ,2105,316
6217LH,6223EV,412,38
6217LH,6219PE,884,22
6217LH,6224XZ,892,48
6217LH,6228HG,455,38
6217LH,6226VZ,531,24
6217LH,6215EK,496,32
6217LH,6215TW,1057,60
6217LH,6227GA,487,39
6217LH,6225KE,892,23
6217LH,6216BN,474,32
6217LH,6214XH,573,20
6217LH,6224TB,460,25
6217LH,6224GD,380,38
6217LH,6215BK,571,40
6217LH,6218CK,355,37
6217LH,6219AB,962,37
6217LH,6222VK,1004,131
6217LH,6226WZ,592,37
6217LH,6211SX,641,22
6217LH,6212EV,2381,27
6217LH,6214SK,468,24
6217LH,6216BL,433,34
6217LH,6229GL,563,32
6217LH,6228CS,643,23
6217LH,6214PT,591,24
6217LH,6218TJ,370,38
6217LH,6226AG,451,38
6217LH,6221JL,557,39
6217LH,6224KN,548,37
6217LH,6213CH,636,39
6217LH,6222VB,1030,25
6217LH,6212BV,2273,317
6217LH,6215SP,708,35
6217LH,6224CR,511,25
6217LH,6211HP,822,140
6217LH,6218GK,359,32
6217LH,6227GC,528,39
6217LH,6218EB,323,38
6217LH,6226AP,408,38
6217LH,6216BT,466,37
6217LH,6221AT,662,90
6217LH,6228GK,638,36
6217LH,6215GA,522,39
6217LH,6217NW,397,37
6217LH,6221TD,550,36
6217LH,6212NL,883,31
6217LH,6217HH,324,37
6217LH,6224ER,435,38
6217LH,6222TL,1073,304
6217LH,6226DK,601,24
6217LH,6213AL,617,39
6217LH,6211AX,689,23
6217LH,6221GD,576,137
6217LH,6227AN,469,38
6217LH,6226WR,621,29
6217LH,6223BE,378,38
6217LH,6229AE,444,38
6217LH,6217GD,1275,185
6217LH,6229VS,425,39
6217LH,6216AL,744,255
6217LH,6224KZ,436,25
6217LH,6218VB,342,38
6217LH,6227BP,576,27
6217LH,6218GG,928,23
6217LH,6221VS,443,39
6217LH,6224HB,418,38
6217LH,6218GR,349,38
6217LH,6215XW,1265,28
6217LH,6217CC,331,38
6217LH,6226HJ,575,39
6217LH,6225GX,627,25
6217LH,6221AL,780,186
6217LH,6227RR,639,28
6217LH,6211XN,618,19
6217LH,6211GK,435,38
6217LH,6216CS,495,37
6217LH,6215SL,727,42
6217LH,6212HA,1590,35
6217LH,6211KC,1571,36
6217LH,6211XX,621,172
6217LH,6218TE,355,38
6217LH,6224KX,441,38
6217LH,6211HA,359,38
6217LH,6215EL,525,34
6217LH,6215RE,578,39
6217LH,6216TE,509,39
6217LH,6222AA,523,19
6217LH,6224JN,406,38
6217LH,6218XZ,332,38
6217LH,6217VT,319,37
6217LH,6221AW,770,98
6217LH,6229BK,454,39
6217LH,6228ED,605,40
6217LH,6214PK,591,16
6217LH,6218SV,364,38
6217LH,6212AB,2255,223
6217LH,6211NV,458,20
6217LH,6216VG,751,87
6217LH,6228EJ,476,38
6217LH,6215ST,551,32
6217LH,6224HD,406,38
6217LH,6216NT,572,39
6217LH,6211XC,559,17
6217LH,6222EA,494,23
6217LH,6227XD,1592,174
6217LH,6215RM,648,33
6217LH,6228AT,545,40
6217LH,6228AG,508,31
6217LH,6217PK,725,27
6217LH,6226EW,600,17
6217LH,6225DG,1063,23
6217LH,6227BE,460,36
6217LH,6216VA,485,34
6217LH,6213JK,1418,18
6217LH,6216AR,781,25
6217LH,6212GK,1806,183
6217LH,6216BW,405,172
6217LH,6226BD,565,37
6217LH,6213KA,1133,32
6217LH,6224KJ,429,38
6217LH,6226EZ,498,34
6217LH,6211RK,599,24
6217LH,6215TM,538,35
6217LH,6226HW,577,40
6217LH,6229WG,488,26
6217LH,6221TN,388,38
6217LH,6229AR,451,39
6217LH,6224JZ,459,26
6217LH,6216PK,832,32
6217LH,6213JX,1486,172
6217LH,6213CJ,857,29
6217LH,6221EL,589,22
6217LH,6218XB,349,38
6217LH,6217LA,486,37
6217LH,6229HC,367,38
6217LH,6218VT,350,38
6217LH,6225EV,918,139
6217LH,6221SR,522,39
6217LH,6215BJ,575,40
6217LH,6216SX,649,31
6217LH,6221TB,528,40
6217LH,6229GM,515,32
6217LH,6227VM,1098,185
6217LH,6226WV,562,28
6217LH,6212EZ,1902,133
6217LH,6227VJ,938,37
6217LH,6211AM,553,20
6217LH,6225BV,884,25
6217LH,6227AZ,464,38
6217LH,6225JN,1070,25
6217LH,6221CN,680,24
6217LH,6218AG,391,38
6217LH,6222VJ,962,30
6217LH,6224VS,537,37
6217LH,6213HW,1449,37
6217LH,6225HH,826,23
6217LH,6211TD,388,38
6217LH,6211NL,472,18
6217LH,6213NB,842,48
6217LH,6221XW,486,172
6217LH,6221AM,791,19
6217LH,6213CV,1324,185
6217LH,6222WH,1068,50
6217LH,6225HJ,887,174
6217LH,6211BZ,560,16
6217LH,6216SR,620,39
6217LH,6229EG,529,34
6217LH,6221GB,539,129
6217LH,6213AB,660,28
6217LH,6217PJ,496,19
6217LH,6223GL,624,31
6217LH,6223BA,392,38
6217LH,6218VH,348,38
6217LH,6215SX,767,35
6217LH,6216RH,613,39
6217LH,6215RN,847,62
6217LH,6214TK,467,23
6217LH,6218CV,342,38
6217LH,6224VW,510,26
6217LH,6211ST,692,24
6217LH,6227TL,628,27
6217LH,6215PV,735,36
6217LH,6227AX,418,38
6217LH,6212EA,1020,37
6217LH,6226GG,454,38
6217LH,6227CV,534,32
6217LH,6222BH,639,40
6217LH,6224LC,548,39
6217LH,6225HK,945,143
6217LH,6215EE,697,46
6217LH,6228JD,604,92
6217LH,6215BC,534,40
6217LH,6217AN,395,38
6217LH,6225BK,927,25
6217LH,6216AM,796,38
6217LH,6216VN,398,38
6217LH,6226GT,546,25
6217LH,6217CX,400,38
6217LH,6211RZ,729,182
6217LH,6229HV,404,38
6217LH,6222CS,703,88
6217LH,6215RP,571,32
6217LH,6218VK,334,38
6217LH,6223CT,595,131
6217LH,6219BD,1046,183
6217LH,6226CA,437,19
6217LH,6216TM,457,38
6217LH,6219BN,1111,136
6217LH,6226GJ,506,32
6217LH,6214SP,588,14
6217LH,6217GT,369,37
6217LH,6215SC,701,28
6217LH,6213AP,591,32
6217LH,6217XS,435,37
6217LH,6225DA,743,36
6217LH,6211NP,528,39
6217LH,6227EP,483,34
6217LH,6223CM,582,23
6217LH,6211RN,546,18
6217LH,6228DM,517,39
6217LH,6213JC,1390,173
6217LH,6226BP,603,27
6217LH,6218RZ,435,38
6217LH,6213HE,1340,44
6217LH,6227CL,530,39
6217LH,6229BB,510,32
6217LH,6213CK,494,81
6217LH,6212GH,2005,168
6217LH,6216PW,848,39
6217LH,6227SV,469,38
6217LH,6212BB,1976,219
6217LH,6225BD,856,136
6217LH,6216RP,848,47
6217LH,6227XW,905,81
6217LH,6221BW,659,24
6217LH,6215XJ,1055,216
6217LH,6211PB,524,34
6217LH,6215ES,535,39
6217LH,6223GM,611,135
6217LH,6221VH,397,38
6217LH,6227TB,569,39
6217LH,6211RA,622,139
6217LH,6228EA,442,39
6217LH,6214XZ,1510,39
6217LH,6228HL,479,38
6217LH,6222CD,590,20
6217LH,6214RH,599,21
6217LH,6223BR,388,38
6217LH,6221BL,759,60
6217LH,6218AV,357,38
6217LH,6213CB,673,30
6217LH,6219BE,1136,184
6217LH,6211JW,547,84
6217LH,6228EK,492,38
6217LH,6217LN,448,37
6217LH,6221CD,750,28
6217LH,6213HH,1468,36
6217LH,6218GN,358,38
6217LH,6221EE,778,24
6217LH,6226WL,1053,24
6217LH,6227AK,660,25
6217LH,6222TE,1057,25
6217LH,6224LR,407,38
6217LH,6215XC,1030,324
6217LH,6212GC,741,136
6217LH,6225AE,877,38
6217LH,6229BN,397,39
6217LH,6213HR,1549,173
6217LH,6225AR,936,174
6217LH,6222CT,475,38
6217LH,6224JG,444,38
6217LH,6219NN,1136,137
6217LH,6221GH,380,38
6217LH,6223GC,433,38
6217LH,6216NW,546,39
6217LH,6213JL,1426,43
6217LH,6227GT,511,39
6217LH,6214TZ,556,20
6217LH,6211BS,591,18
6217LH,6226CV,634,17
6217LH,6227HM,651,19
6217LH,6227GB,602,40
6217LH,6224CG,848,18
6217LH,6215XX,1322,39
6217LH,6216RN,852,28
6217LH,6228EX,471,38
6217LH,6214VK,545,24
6217LH,6221EP,601,27
6217LH,6216VR,420,38
6217LH,6225BB,799,273
6217LH,6222SG,1283,30
6217LH,6218VR,367,38
6217LH,6225EM,619,25
6217LH,6224BZ,847,24
6217LH,6212EB,1431,37
6217LH,6217HB,430,22
6217LH,6226AE,414,38
6217LH,6225JW,575,27
6217LH,6229VV,501,39
6217LH,6223CS,398,38
6217LH,6217HE,341,37
6217LH,6218RC,352,34
6216SN,6217KS,560,28
6216SN,6216TS,276,37
6216SN,6223BD,423,38
6216SN,6226GM,512,26
6216SN,6224EG,738,32
6216SN,6227SW,584,27
6216SN,6225GN,543,25
6216SN,6211TC,440,39
6216SN,6216ER,625,176
6216SN,6219AW,602,39
6216SN,6217CA,553,39
6216SN,6225GW,603,27
6216SN,6215XT,534,18
6216SN,6214SL,517,24
6216SN,6212XC,275,37
6216SN,6227EN,544,39
6216SN,6218XC,563,40
6216SN,6211GD,463,22
6216SN,6213GB,831,39
6216SN,6227BN,584,25
6216SN,6222BC,653,27
6216SN,6214XL,909,150
6216SN,6224AX,598,24
6216SN,6213JN,1216,37
6216SN,6216PT,647,81
6216SN,6211KX,389,38
6216SN,6211MA,606,39
6216SN,6224XW,589,23
6216SN,6216SE,413,37
6216SN,6213BG,557,39
6216SN,6226AK,445,34
6216SN,6222AT,665,26
6216SN,6215TB,302,37
6216SN,6213HK,1207,187
6216SN,6224LE,509,39
6216SN,6218HE,593,40
6216SN,6215RL,438,23
6216SN,6227HB,501,30
6216SN,6214SC,621,28
6216SN,6224HX,481,28
6216SN,6221BZ,597,24
6216SN,6228EL,506,39
6216SN,6222SR,933,26
6216SN,6218VC,587,40
6216SN,6212XS,534,37
6216SN,6221BP,737,38
6216SN,6217AT,576,40
6216SN,6224GC,437,38
6216SN,6225EH,627,17
6216SN,6224AP,781,48
6216SN,6216PE,413,37
6216SN,6217CR,663,29
6216SN,6211SK,608,18
6216SN,6217BS,570,33
6216SN,6222AE,665,24
6216SN,6229HK,447,39
6216SN,6212AN,1528,175
6216SN,6228HH,505,34
6216SN,6223AJ,394,38
6216SN,6213GW,1201,141
6216SN,6217NB,581,39
6216SN,6229TH,538,34
6216SN,6227ED,545,30
6216SN,6211GC,388,38
6216SN,6221TM,442,39
6216SN,6216PN,475,37
6216SN,6222ST,795,26
6216SN,6217KH,508,18
6216SN,6229WK,524,39
6216SN,6227VD,695,142
6216SN,6217LW,543,39
6216SN,6222BA,665,25
6216SN,6225HC,612,24
6216SN,6227DB,527,34
6216SN,6215PX,314,37
6216SN,6221BR,784,137
6216SN,6222CN,374,38
6216SN,6221VZ,793,34
6216SN,6217AH,591,33
6216SN,6217LH,557,37
6216SN,6213GA,644,39
6216SN,6227HE,564,32
6216SN,6227EC,515,34
6216SN,6211JJ,524,34
6216SN,6214XA,1035,31
6216SN,6228GW,450,32
6216SN,6226WT,680,26
6216SN,6214AA,572,19
6216SN,6228GA,439,181
6216SN,6211KH,625,39
6216SN,6224VB,568,18
6216SN,6211LR,634,39
6216SN,6226AB,518,150
6216SN,6218DA,580,40
6216SN,6217LR,550,90
6216SN,6226CJ,526,39
6216SN,6215TJ,275,37
6216SN,6216NS,346,37
6216SN,6217AK,704,41
6216SN,6225DK,770,16
6216SN,6212BW,1647,40
6216SN,6222WD,717,24
6216SN,6217HV,630,35
6216SN,6226WP,862,26
6216SN,6212BD,1985,184
6216SN,6228AK,555,39
6216SN,6225HD,666,24
6216SN,6215XM,649,21
6216SN,6224DC,486,39
6216SN,6216TR,359,37
6216SN,6227RM,515,39
6216SN,6222WK,692,36
6216SN,6228DK,513,23
6216SN,6212GS,841,187
6216SN,6211MZ,624,28
6216SN,6228CW,462,39
6216SN,6229TG,547,39
6216SN,6215VG,460,21
6216SN,6213AA,651,25
6216SN,6215RS,531,19
6216SN,6227TG,513,38
6216SN,6229VT,525,39
6216SN,6215RA,354,38
6216SN,6214VT,730,41
6216SN,6211JH,595,39
6216SN,6225EJ,790,25
6216SN,6224LG,386,38
6216SN,6224BA,797,22
6216SN,6211MV,515,38
6216SN,6221CM,551,24
6216SN,6222CB,385,38
6216SN,6222BT,504,24
6216SN,6211BG,645,19
6216SN,6229GD,417,38
6216SN,6218SW,579,35
6216SN,6216SM,373,37
6216SN,6221VM,452,39
6216SN,6211EA,490,34
6216SN,6225EA,723,26
6216SN,6227RS,616,26
6216SN,6212GD,1021,49
6216SN,6216ST,358,37
6216SN,6223AG,423,38
6216SN,6212EH,776,37
6216SN,6218GD,622,35
6216SN,6218VN,587,40
6216SN,6211PA,468,38
6216SN,6226CB,489,39
6216SN,6222CH,383,38
6216SN,6211LM,568,39
6216SN,6224VX,556,25
6216SN,6211NA,545,91
6216SN,6227BT,501,38
6216SN,6221VB,453,34
6216SN,6227TS,529,24
6216SN,6228LE,506,39
6216SN,6217XN,620,40
6216SN,6226WB,608,25
6216SN,6219AK,726,27
6216SN,6224AN,558,132
6216SN,6218HK,856,26
6216SN,6218GJ,654,41
6216SN,6211NM,508,23
6216SN,6223AD,410,38
6216SN,6226BA,628,20
6216SN,6226DL,711,26
6216SN,6211JK,597,29
6216SN,6215TH,311,37
6216SN,6229AZ,427,38
6216SN,6215JS,322,37
6216SN,6219BP,701,26
6216SN,6215GH,327,37
6216SN,6226GP,475,38
6216SN,6226CW,535,34
6216SN,6225CH,1021,64
6216SN,6217PA,806,25
6216SN,6229VZ,457,34
6216SN,6218GC,698,41
6216SN,6218CW,573,39
6216SN,6215PS,310,37
6216SN,6218AR,597,35
6216SN,6219BB,744,21
6216SN,6225XZ,593,25
6216SN,6218XD,588,33
6216SN,6216VC,654,40
6216SN,6224LP,385,38
6216SN,6223BH,413,38
6216SN,6227HA,473,38
6216SN,6222EC,396,38
6216SN,6224EE,789,17
6216SN,6228BN,522,39
6216SN,6229AX,438,34
6216SN,6224XJ,656,17
6216SN,6211NS,477,38
6216SN,6218VA,581,40
6216SN,6226DS,505,39
6216SN,6223CK,507,38
6216SN,6216PX,656,37
6216SN,6223HE,431,38
6216SN,6229WL,514,31
6216SN,6228GC,437,39
6216SN,6213EM,1033,153
6216SN,6228SM,466,37
6216SN,6213EV,1053,34
6216SN,6214XP,827,27
6216SN,6215PH,347,38
6216SN,6214XM,723,180
6216SN,6229WT,513,34
6216SN,6217PH,842,29
6216SN,6229GX,487,39
6216SN,6212NJ,655,41
6216SN,6213HV,1262,158
6216SN,6223CA,408,38
6216SN,6227XS,879,31
6216SN,6229ZD,526,39
6216SN,6221HG,464,39
6216SN,6227RG,657,28
6216SN,6211PG,519,26
6216SN,6226DA,504,38
6216SN,6222WE,699,44
6216SN,6218CC,542,39
6216SN,6227AV,412,38
6216SN,6217VP,547,35
6216SN,6221XT,358,38
6216SN,6222BZ,462,36
6216SN,6229TW,470,39
6216SN,6216RZ,426,37
6216SN,6216RE,485,35
6216SN,6213BV,831,195
6216SN,6228CM,456,39
6216SN,6221TX,456,32
6216SN,6211NG,521,24
6216SN,6228AL,542,39
6216SN,6213HT,1716,116
6216SN,6217VJ,621,34
6216SN,6214TT,525,38
6216SN,6226DM,604,27
6216SN,6216RL,586,37
6216SN,6211BC,623,15
6216SN,6223GZ,422,39
6216SN,6224GM,472,34
6216SN,6215VS,426,37
6216SN,6218HG,870,27
6216SN,6215RX,414,43
6216SN,6224XX,593,24
6216SN,6225ES,749,35
6216SN,6227SK,499,39
6216SN,6216CP,604,35
6216SN,6227SB,620,25
6216SN,6226AW,701,25
6216SN,6222CE,350,171
6216SN,6218RX,579,40
6216SN,6222WJ,684,34
6216SN,6227BJ,527,39
6216SN,6224KG,368,38
6216SN,6215EM,328,38
6216SN,6227VA,701,45
6216SN,6217XV,661,24
6216SN,6224TL,431,38
6216SN,6214VX,1009,151
6216SN,6211AT,623,45
6216SN,6215RR,447,19
6216SN,6226BL,589,37
6216SN,6213JS,892,26
6216SN,6216BM,340,37
6216SN,6217JW,544,24
6216SN,6213GC,947,41
6216SN,6225HL,684,39
6216SN,6221HE,456,39
6216SN,6215VE,298,37
6216SN,6226EN,487,39
6216SN,6226GE,498,39
6216SN,6215BN,314,37
6216SN,6214TC,599,24
6216SN,6229HW,409,38
6216SN,6216TD,338,37
6216SN,6228LB,446,39
6216SN,6211LC,476,33
6216SN,6216SV,514,37
6216SN,6224XM,536,37
6216SN,6212XW,686,40
6216SN,6228HC,481,39
6216SN,6213GK,992,144
6216SN,6215SZ,304,37
6216SN,6215EP,311,38
6216SN,6229HH,438,39
6216SN,6214XJ,1693,211
6216SN,6214VG,569,24
6216SN,6217HG,617,40
6216SN,6214AC,506,23
6216SN,6215BP,340,37
6216SN,6217EP,718,41
6216SN,6218AN,617,35
6216SN,6212BK,1913,27
6216SN,6225GB,629,231
6216SN,6215JL,316,37
6216SN,6211LH,513,32
6216SN,6211BE,524,23
6216SN,6211PM,536,23
6216SN,6212EC,689,299
6216SN,6227VT,689,25
